Mr_ksi,H_AC_in,eps_t_microstrain,eps_c_microstrain,Nf_AI,Nd_AI,Nf_MEPDG,governing_AI
4.0,9.23076923076923,171.36505136694524,469.34992457952507,2680121.861562142,1088533.2284755772,67030.9196276648,rutting
4.0,9.461538461538462,165.76279973766628,452.72104619497486,2989927.9676325,1279318.48968034,76433.29793561695,rutting
4.0,9.692307692307693,160.3963354662844,436.907475534625,3331944.631476002,1500061.1696400777,87041.6388133042,rutting
4.0,9.923076923076923,155.25420720629512,421.85749124903447,3709103.288635001,1754953.1161982638,98994.81334695108,rutting
4.0,10.153846153846153,150.32552952817596,407.5235885698457,4124562.880667685,2048701.9505114753,112445.80113538158,rutting
4.0,10.384615384615385,145.59996711576443,393.86207274875375,4581723.976346578,2386584.620548788,127562.91482151473,rutting
4.0,10.615384615384617,141.06771616283814,380.8326928550725,5084243.431053643,2774505.130114857,144531.10785061496,rutting
4.0,10.846153846153847,136.71948382044906,368.39831239241704,5636049.575261576,3219056.5985212,163553.36868717638,rutting
4.0,11.076923076923077,132.54646638482416,356.5246134039963,6241357.921257983,3727587.7939098882,184852.20464920765,rutting
4.0,11.307692307692308,128.54032678215378,345.1798309475708,6904687.375458541,4308274.269166763,208671.2184268004,rutting
4.0,11.538461538461538,124.69317179490011,334.3345150329329,7630876.941768643,4970194.213391967,235276.78024027796,rutting
4.0,11.76923076923077,120.9975293805991,323.9613173251907,8425102.89948234,5723409.114084124,264959.7984606639,rutting
4.0,12.0,117.44632635558834,314.03480012421824,9292896.437164526,6579049.305640707,298037.59136110794,rutting
4.538461538461538,3.0,443.48981589316924,1574.119111075768,117246.14912541759,4830.53633979253,1568.2237732586445,rutting
4.538461538461538,3.230769230769231,431.9899477053389,1484.568809125711,127834.75147597973,6278.819033029102,1739.6762957412827,rutting
4.538461538461538,3.4615384615384617,419.1235238622618,1401.221507927119,141209.86593124608,8132.456159817205,1960.323639211104,rutting
4.538461538461538,3.6923076923076925,405.5242369218067,1323.7445988114891,157401.6727429284,10490.960287935764,2233.062817705687,rutting
4.538461538461538,3.9230769230769234,391.6213038709386,1251.770124424431,176550.78829492646,13474.575648742762,2562.9097981466407,rutting
