Mr_ksi,H_AC_in,eps_t_microstrain,eps_c_microstrain,Nf_AI,Nd_AI,Nf_MEPDG,governing_AI
8.846153846153847,3.6923076923076925,386.88298563661186,993.6024229110411,183767.25127616903,37897.595300329325,2689.127979564783,rutting
8.846153846153847,3.9230769230769234,372.7282175725987,939.4944280657658,207749.84829345002,48695.10188537862,3115.577699269612,rutting
8.846153846153847,4.153846153846154,358.70381334562455,889.3092170175859,235698.34277470357,62262.0326698266,3625.079730483488,rutting
8.846153846153847,4.384615384615385,344.97082850028863,842.7498986705256,268009.93826428236,79209.91209032093,4229.322537251081,rutting
8.846153846153847,4.615384615384615,331.62973700888426,799.5313275588582,305156.1491327455,100262.4203890694,4942.1540567476095,rutting
8.846153846153847,4.846153846153847,318.74017039940827,759.384349086044,347681.97313950775,126271.65706566407,5779.74045708013,rutting
8.846153846153847,5.076923076923077,306.3343514256617,722.0579105005882,396207.4479812209,158236.13696386485,6760.781346836005,rutting
8.846153846153847,5.307692307692308,294.4262102414135,687.3197766356598,451430.73586266604,197320.64363876276,7906.769495031917,rutting
8.846153846153847,5.538461538461538,283.01755709378034,654.9563575019513,514132.2623098166,244878.07709909623,9242.289261144539,rutting
8.846153846153847,5.769230769230769,272.1022551617091,624.7719927684293,585179.6399279541,302473.4497612237,10795.351235935808,rutting
8.846153846153847,6.0,261.6690382768744,596.5879256918497,665533.2212716686,371910.2059324112,12597.7624531113,rutting
8.846153846153847,6.230769230769231,251.7034122378873,570.2411213288672,756252.1905102119,455259.06646371586,14685.532641718406,rutting
8.846153846153847,6.461538461538462,242.18893725666692,545.5830303226412,858501.1432320656,554889.6311064936,17099.3177059107,rutting
8.846153846153847,6.6923076923076925,233.10809280261964,522.4783627978331,973557.129122284,673505.0059517235,19884.902130836654,rutting
8.846153846153847,6.923076923076923,224.44286070465367,500.8039117838369,1102817.149523509,814179.7612265891,23093.722422174393,rutting
8.846153846153847,7.153846153846154,216.1751180695312,480.4474485599107,1247806.1143509862,980401.5645849144,26783.43404643317,rutting
8.846153846153847,7.384615384615385,208.28690164007278,461.3067009166409,1410185.2722329674,1176116.8757057379,31018.52467768546,rutting
8.846153846153847,7.615384615384616,200.76058502892946,443.2884178466168,1591761.135028418,1405781.1283984983,35870.976887322104,rutting
8.846153846153847,7.846153846153847,193.57899667218757,426.3075194190677,1794494.9235327542,1674413.8655334117,41420.98374179913,rutting
8.846153846153847,8.076923076923077,186.7254972109749,410.28632771871287,2020512.5654914908,1987659.3292046054,47757.721099554255,rutting
8.846153846153847,8.307692307692308,180.18402887779467,395.153873143816,2272115.2801627517,2351853.043068243,54980.18072022452,fatigue
8.846153846153847,8.538461538461538,173.93914535650865,380.8452696406008,2551790.785715547,2774094.955496732,63198.06861375203,fatigue
8.846153846153847,8.76923076923077,167.97602783813974,367.3011523009122,2862225.16682022,3262329.7409987934,72532.77336041497,fatigue
8.846153846153847,9.0,162.28049116185363,354.46717095550395,3206315.4399797344,3825434.88339956,83118.4094219944,fatigue
8.846153846153847,9.23076923076923,156.8389827100669,342.2935338085972,3587182.8535725316,4473317.187800976,95102.9407365167,fatigue
8.846153846153847,9.461538461538462,151.6385759154277,330.7345956783102,4008186.958341998,5217018.389680433,108649.39014230207,fatigue
8.846153846153847,9.692307692307693,146.6669596985832,319.7484859645303,4472940.4822940575,6068830.54895572,123937.14041030474,fatigue
8.846153846153847,9.923076923076923,141.91242479728479,309.2967720167457,4985325.041768836,7042421.934759163,141163.33287645876,fatigue
8.846153846153847,10.153846153846153,137.36384770781788,299.34415409310964,5549507.717952423,8152974.123251833,160544.3698583204,fatigue
8.846153846153847,10.384615384615385,133.01067279788802,289.858188574352,6169958.525392285,9417331.046208834,182317.5272133879,fatigue
8.846153846153847,10.615384615384617,128.84289303861186,280.80903651596566,6851468.796271711,10854160.7423725,206742.68355133318,fatigue
8.846153846153847,10.846153846153847,124.85102972419396,272.16923498894835,7599170.501362966,12484130.576626996,234104.17275032747,fatigue
8.846153846153847,11.076923076923077,121.0261114894992,263.9134889758004,8418556.525779258,14330096.70376119,264712.7665500938,fatigue
8.846153846153847,11.307692307692308,117.35965289053183,256.0184818591472,9315501.91493002,16417308.563711477,298907.7941026188,fatigue
8.846153846153847,11.538461538461538,113.84363277604835,248.46270277059804,10296286.103485111,18773629.20342302,337059.40545677004,fatigue
8.846153846153847,11.76923076923077,110.47047264724505,241.22628926280908,11367616.13768669,21429772.226513434,379570.9860361627,fatigue
8.846153846153847,12.0,107.23301517490044,234.2908839336331,12536650.899021704,24419556.175377358,426881.72924118116,fatigue
9.384615384615383,3.0,425.4036678497793,1148.904182600759,134464.5602243444,19780.717099489633,1848.4986220530332,rutting
9.384615384615383,3.230769230769231,412.87562117904787,1083.1944763954052,148365.03550614067,25748.500014639238,2080.1162464875724,rutting
9.384615384615383,3.4615384615384617,399.29503964930086,1022.1390769375462,165628.24858161414,33385.38720368721,2373.837682440459,rutting
9.384615384615383,3.6923076923076925,385.23146092643447,965.477886215864,186372.74955450807,43096.42404620077,2734.945163868933,rutting
9.384615384615383,3.9230769230769234,371.062909985769,912.9246873963384,210834.0783358629,55368.83345834042,3171.163980334193,rutting
9.384615384615383,4.153846153846154,357.0366565030155,864.1857284936151,239339.7519714676,70785.24014658945,3692.38971133453,rutting
9.384615384615383,4.384615384615385,343.31114703281503,818.9715857262042,272297.5847418836,90038.46468565881,4310.645167861232,rutting
9.384615384615383,4.615384615384615,329.9847664789019,777.0044082160122,310191.0674633276,113948.00324634793,5040.166378777112,rutting
9.384615384615383,4.846153846153847,317.1154710311435,738.0220375308257,353578.7211789484,143478.31253139794,5897.569575132899,rutting
9.384615384615383,5.076923076923077,304.73413872607154,701.7800463935955,403095.83504911547,179759.02487225612,6902.0754304401335,rutting
9.384615384615383,5.307692307692308,292.8536203477934,668.05241862369,459457.73614689714,224107.22647405646,8075.778714184868,rutting
9.384615384615383,5.538461538461538,281.47486066787565,636.631365149391,523464.1190373878,278051.94348809496,9443.957632237758,rutting
9.384615384615383,5.769230769230769,270.5910305490007,607.3266124198384,596004.1662490629,343360.99684280873,11035.42041100818,rutting
9.384615384615383,6.0,260.190312245633,579.9643897045556,678062.3033194422,422070.4082211209,12882.88852503506,rutting
9.384615384615383,6.230769230769231,250.2577747482111,554.3862659788318,770724.4969545065,516516.56651764974,15023.417061185864,rutting
9.384615384615383,6.461538461538462,240.77663526813333,530.4479349586748,875185.0440325894,629371.3964137146,17498.853413368855,rutting
9.384615384615383,6.6923076923076925,231.72910702061094,508.0180110960296,992753.8242840661,763680.8078320784,20356.335999071933,rutting
9.384615384615383,6.923076923076923,223.0969683188862,486.97687493131093,1124864.006641626,922906.7460854121,23648.83508532556,rutting
9.384615384615383,7.153846153846154,214.8619438966496,467.2155896459684,1273080.211766994,1110973.206366992,27435.738161924837,rutting
9.384615384615383,7.384615384615385,207.00595959871046,448.6348995616864,1439107.1428642797,1332316.6215705047,31783.482632792002,rutting
9.384615384615383,7.615384615384616,199.51131151247395,431.14431403282396,1624798.704504732,1591941.0779830292,36766.238926167585,rutting
9.384615384615383,7.846153846153847,192.36077711109036,414.66127551776276,1832167.6352867081,1895478.8579950426,42466.64745624339,fatigue
9.384615384615383,8.076923076923077,185.5376869086945,399.1104077818038,2063395.6849821042,2249256.851633742,48976.613203328896,fatigue
9.384615384615383,8.307692307692308,179.02596904372825,384.4228386063238,2320844.37050944,2660369.4187283437,56398.16201443191,fatigue
9.384615384615383,8.538461538461538,172.81017513163695,370.5355906497447,2607066.3477068217,3136758.320409283,64844.363057579605,fatigue
9.384615384615383,8.76923076923077,166.8754930044413,357.39103393636645,2924817.4375279816,3687300.3722478664,74440.32218728788,fatigue
9.384615384615383,9.0,161.20775013780735,344.93639363430856,3277069.3460248685,4321903.50170877,85324.25129131856,fatigue
9.384615384615383,9.23076923076923,155.7934103570388,333.12330717954933,3667023.1173978145,5051611.919938269,97648.61898681808,fatigue
9.384615384615383,9.461538461538462,150.6195656104352,321.90742530929174,4098123.35858618,5888721.142591749,111581.3883143464,fatigue
9.384615384615383,9.692307692307693,145.67392406609105,311.24805211719587,4574073.2724462645,6846903.61680084,127307.34733925946,fatigue
9.384615384615383,9.923076923076923,140.94479543531395,301.1078197912039,5098850.534632116,7941345.731880889,145029.53881030108,fatigue
9.384615384615383,10.153846153846153,136.42107419129587,291.45239421455153,5676724.046971564,9188897.010319564,164970.7952447426,fatigue
9.384615384615383,10.384615384615385,132.09222119459707,282.2502080869524,6312271.597525578,10608232.293206748,187375.38600836284,fatigue
9.384615384615383,10.615384615384617,127.94824413024921,273.47221864874047,7010398.454731766,12220027.750714341,212510.7831377195,fatigue
9.384615384615383,10.846153846153847,123.97967708685336,265.09168746455026,7776356.920157911,14047151.563531375,240669.5528129258,fatigue
9.384615384615383,11.076923076923077,120.17755955425726,257.0839800467597,8615766.861497253,16114870.135233626,272171.3795326566,fatigue
9.384615384615383,11.307692307692308,116.53341507559878,249.4263833764974,9534637.244592514,18451070.708223667,307365.23017109087,fatigue
9.384615384615383,11.538461538461538,113.0392297569391,242.09793961643575,10539388.680518672,21086501.26686042,346631.6652100668,fatigue
9.384615384615383,11.76923076923077,109.68743081035838,235.0792945101891,11636877.001119738,24055028.620383773,390385.30454018275,fatigue
9.384615384615383,12.0,106.47086528246457,228.35255913318173,12834417.873897431,27393915.56483569,439077.4553127629,fatigue
9.923076923076923,3.0,423.98629185655875,1117.5041553707563,135949.57666332505,22393.461043585434,1873.0232126144638,rutting
9.923076923076923,3.230769230769231,411.39126807106175,1053.6013889552794,150134.06742503142,29148.130275354317,2109.9143650230685,rutting
9.923076923076923,3.4615384615384617,397.766560613796,994.2308220332843,167732.04698426902,37790.47547036825,2410.066270569089,rutting
9.923076923076923,3.6923076923076925,383.6768667384984,939.138348943557,188869.5065681251,48777.815228443826,2778.9705413732922,rutting
9.923076923076923,3.9230769230769234,369.4963686002435,888.0444989005925,213790.1045664644,62659.99741913751,3224.592561603944,rutting
9.923076923076923,4.153846153846154,355.46927583682606,840.6625820544402,242830.41019207225,80094.22854835406,3757.1057256598824,rutting
9.923076923076923,4.384615384615385,341.75159212734616,796.7102573007929,276408.4244771817,101861.6536312897,4388.855262987662,rutting
9.923076923076923,4.615384615384615,328.4397481234707,755.9165846615336,315019.13967492233,128885.81391411506,5134.451519466382,rutting
9.923076923076923,4.846153846153847,315.59013416357743,718.0260259267008,359234.0671587093,162253.11295877592,6010.944894060094,rutting
9.923076923076923,5.076923076923077,303.23237241069165,682.8004156424137,409703.1506769872,203235.4262054063,7038.058829826842,rutting
