E_AC_ksi,E_BASE_ksi,eps_t_microstrain,eps_c_microstrain,Nf_AI,Nd_AI,Nf_MEPDG,governing_AI
736.8062997280774,12.663801734674035,244.55422392864594,473.2984762399755,597104.9129475282,1048462.2072510107,10014.07162889639,fatigue
795.6335241748048,12.663801734674035,231.17593504058692,455.69237538369873,672928.5133611265,1242393.5059710306,11333.547536635635,fatigue
859.157562882462,12.663801734674035,218.43523712767947,438.5368554166248,759458.2098908263,1475269.4534334906,12848.754909776193,fatigue
927.7534133867852,12.663801734674035,206.31099128084657,421.835199118576,858287.0404645805,1755368.3581970304,14590.450020058883,fatigue
1001.8260133369538,12.663801734674035,194.7818374445535,405.58945872929286,971253.201438895,2092804.5860266325,16594.409804202474,fatigue
1081.8126309390202,12.663801734674035,183.8263117693731,389.80047366647756,1100478.5061153036,2499950.412730389,18902.270166618157,fatigue
1168.18544625431,12.663801734674035,173.42295015253646,374.4678924755467,1248412.9830109957,2991958.378709565,21562.50703874464,fatigue
1261.454338590822,12.663801734674035,163.5503791539758,359.5902002027854,1417886.6341728424,3587409.2033553603,24631.585430805975,fatigue
1362.1698964422794,12.663801734674035,154.18739551904218,345.16475243944836,1612169.5590134491,4309116.934940717,28175.306534443604,fatigue
1470.926667743175,12.663801734674035,145.31303554412648,331.1878172281742,1835041.871694762,5185131.484259406,32270.38877555105,fatigue
1588.3666696268983,12.663801734674035,136.90663548888247,317.65462585217915,2090875.1076977227,6249989.561217629,37006.32580035084,fatigue
1715.1831784058381,12.663801734674035,128.94788417143073,304.5594332486005,2384727.1370065482,7546279.0081515955,42487.572975129675,fatigue
1852.1248221466276,12.663801734674035,121.41686878549017,291.89558841498615,2722452.9880074016,9126599.517568095,48836.12441608071,fatigue
2000.0000000000002,12.663801734674035,114.29411485705255,279.6556147349577,3110834.4502777443,11056025.924503053,56194.555229020574,fatigue
100.0,13.433993325989,828.7123389497813,1045.8044474609994,59216.96495056606,30133.72583908143,1043.5210568343205,rutting
107.98408271867898,13.433993325989,798.7191539682366,1022.0918513408484,62610.16754738577,33392.293829470385,1093.9385228385845,rutting
116.60562120594504,13.433993325989,769.0092619585789,998.332136231062,66425.34632962813,37100.37052382464,1151.52376061672,rutting
125.9155104576573,13.433993325989,739.6526454531949,974.5502825881206,70709.02781492907,41329.106497507855,1217.0134665342848,rutting
135.96870896824353,13.433993325989,710.7134859603293,950.7717146266654,75514.33444211324,46162.06908119117,1291.2610678037859,rutting
146.824563163788,13.433993325989,682.2500652302098,927.0221506759706,80901.88151381523,51697.5809862876,1375.2522315026035,rutting
158.5471577381239,13.433993325989,654.3147441734768,903.3274522230646,86940.81167233264,58051.52754333399,1470.123006676083,rutting
171.20569396005033,13.433993325989,626.9540111014819,879.7134740546412,93709.98775028657,65360.73128575357,1577.1810004124325,rutting
184.87489818490914,13.433993325989,600.2085906916246,856.2059176968779,101299.36819086954,73787.01427741672,1697.9300597995154,rutting
199.63546298206583,13.433993325989,574.1136050633205,832.8301901130858,109811.59312271896,83522.09515324979,1834.0990143772347,rutting
215.57452348237172,13.433993325989,548.6987785401429,809.6112693610804,119363.81368746185,94793.50045157254,1987.6751301401637,rutting
232.78617175760255,13.433993325989,523.9886780301114,786.5735786411005,130089.80245206002,107871.709863878,2160.9430387066727,rutting
251.37201226837567,13.433993325989,500.0029814392538,763.7408698859439,142142.3888062541,123078.80423915439,2356.5300367200603,rutting
271.4417616594907,13.433993325989,476.75676710683433,741.1361177615801,155696.27027697858,140798.94568809852,2577.458804086645,rutting
293.11389644342387,13.433993325989,454.26081788124304,718.781424662583,170951.2588346109,161491.09357272516,2827.2087689940727,rutting
316.51635239540985,13.433993325989,432.52193411514764,696.6979370059568,188136.03068968494,185704.45179801172,3109.7875570839983,rutting
341.78727978880517,13.433993325989,411.5432505236193,674.9057728535471,207512.45897725577,214097.2556798764,3429.8142066521455,fatigue
369.07585892906616,13.433993325989,391.32455250096547,653.4239606324054,229380.62132209213,247459.64575252502,3792.6161170870246,fatigue
398.54318080063774,13.433993325989,371.8625881167857,632.2703884805218,254084.58882842687,286741.54741622077,4204.3420306617245,fatigue
430.36319802541544,13.433993325989,353.1513725998827,611.461763529779,282019.11984095693,333086.6870580182,4672.09373611306,fatigue
464.7237517465168,13.433993325989,335.1824826641412,591.0135802575446,313637.401227971,387874.1368738115,5204.079635420427,fatigue
501.8276804993071,13.433993325989,317.94533853103746,570.9400969021416,349460.00235389214,452769.1041955974,5809.793843759052,fatigue
541.8940176155999,13.433993325989,301.4274719591916,551.2543188548398,390085.23282695113,529785.0819129534,6500.225109781515,fatigue
585.1592842296022,13.433993325989,285.6147790044634,531.9679879199143,436201.1251170551,621359.9737897827,7288.100564837801,fatigue
